word,part_of_speech,semantic_category,errors/0/misspelling,errors/0/error_type,errors/0/frequency,errors/0/severity,errors/0/affected_portion,errors/1/misspelling,errors/1/error_type,errors/1/frequency,errors/1/severity,errors/1/affected_portion,errors/2/misspelling,errors/2/error_type,errors/2/frequency,errors/2/severity,errors/2/affected_portion,errors/3/misspelling,errors/3/error_type,errors/3/frequency,errors/3/severity,errors/3/affected_portion,errors/4/misspelling,errors/4/error_type,errors/4/frequency,errors/4/severity,errors/4/affected_portion,errors/5/misspelling,errors/5/error_type,errors/5/frequency,errors/5/severity,errors/5/affected_portion
kumi,noun,numbers,kume,vowel substitution,5,3,i → e,komi,vowel substitution,13,2,u → o,mi,syllable omission,10,5,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,18,3,i → e,komi,vowel substitution,5,4,u → o,mi,syllable omission,6,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,17,2,i → e,komi,vowel substitution,15,3,u → o,mi,syllable omission,4,5,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,8,4,i → e,komi,vowel substitution,6,3,u → o,mi,syllable omission,4,5,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,19,3,i → e,komi,vowel substitution,16,3,u → o,mi,syllable omission,6,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,10,5,i → e,komi,vowel substitution,16,1,u → o,mi,syllable omission,7,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,13,4,i → e,komi,vowel substitution,8,5,u → o,mi,syllable omission,4,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,8,3,i → e,komi,vowel substitution,10,5,u → o,mi,syllable omission,2,4,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,14,2,i → e,komi,vowel substitution,19,1,u → o,mi,syllable omission,6,3,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,25,5,i → e,komi,vowel substitution,22,4,u → o,mi,syllable omission,7,4,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,16,1,i → e,komi,vowel substitution,6,5,u → o,mi,syllable omission,6,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,21,2,i → e,komi,vowel substitution,8,2,u → o,mi,syllable omission,6,3,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,19,4,i → e,komi,vowel substitution,22,1,u → o,mi,syllable omission,5,4,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,23,5,i → e,komi,vowel substitution,12,3,u → o,mi,syllable omission,3,2,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,6,4,i → e,komi,vowel substitution,18,5,u → o,mi,syllable omission,7,3,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,9,4,i → e,komi,vowel substitution,15,1,u → o,mi,syllable omission,9,5,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,8,2,i → e,komi,vowel substitution,16,2,u → o,mi,syllable omission,2,4,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,19,2,i → e,komi,vowel substitution,18,1,u → o,mi,syllable omission,6,4,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,12,5,i → e,komi,vowel substitution,9,4,u → o,mi,syllable omission,2,5,ku,,,,,,,,,,,,,,,
kumi,noun,numbers,kume,vowel substitution,23,2,i → e,komi,vowel substitution,10,1,u → o,mi,syllable omission,5,2,ku,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,23,1,e → i,nyekondo,vowel substitution,17,3,u → o,ekundu,syllable omission,4,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,5,1,e → i,nyekondo,vowel substitution,24,1,u → o,ekundu,syllable omission,9,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,25,3,e → i,nyekondo,vowel substitution,23,3,u → o,ekundu,syllable omission,1,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,23,5,e → i,nyekondo,vowel substitution,19,2,u → o,ekundu,syllable omission,8,2,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,17,1,e → i,nyekondo,vowel substitution,24,5,u → o,ekundu,syllable omission,10,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,9,3,e → i,nyekondo,vowel substitution,7,4,u → o,ekundu,syllable omission,2,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,23,1,e → i,nyekondo,vowel substitution,22,2,u → o,ekundu,syllable omission,1,2,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,15,3,e → i,nyekondo,vowel substitution,20,4,u → o,ekundu,syllable omission,10,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,14,5,e → i,nyekondo,vowel substitution,18,2,u → o,ekundu,syllable omission,7,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,11,2,e → i,nyekondo,vowel substitution,15,3,u → o,ekundu,syllable omission,6,3,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,6,4,e → i,nyekondo,vowel substitution,18,5,u → o,ekundu,syllable omission,10,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,21,4,e → i,nyekondo,vowel substitution,25,4,u → o,ekundu,syllable omission,10,2,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,21,3,e → i,nyekondo,vowel substitution,13,1,u → o,ekundu,syllable omission,1,3,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,12,3,e → i,nyekondo,vowel substitution,7,2,u → o,ekundu,syllable omission,3,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,21,4,e → i,nyekondo,vowel substitution,8,3,u → o,ekundu,syllable omission,3,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,23,1,e → i,nyekondo,vowel substitution,6,1,u → o,ekundu,syllable omission,2,4,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,7,3,e → i,nyekondo,vowel substitution,11,3,u → o,ekundu,syllable omission,6,3,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,9,5,e → i,nyekondo,vowel substitution,10,3,u → o,ekundu,syllable omission,6,3,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,16,5,e → i,nyekondo,vowel substitution,23,2,u → o,ekundu,syllable omission,3,5,ny,,,,,,,,,,,,,,,
nyekundu,noun,colors,nyikundu,vowel substitution,5,4,e → i,nyekondo,vowel substitution,11,4,u → o,ekundu,syllable omission,4,3,ny,,,,,,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,13,4,e → i,nyeuse,vowel substitution,17,5,i → e,nyeosi,vowel substitution,10,4,u → o,eusi,syllable omission,10,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,24,3,e → i,nyeuse,vowel substitution,22,1,i → e,nyeosi,vowel substitution,25,1,u → o,eusi,syllable omission,10,2,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,18,1,e → i,nyeuse,vowel substitution,24,1,i → e,nyeosi,vowel substitution,12,2,u → o,eusi,syllable omission,8,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,7,2,e → i,nyeuse,vowel substitution,21,3,i → e,nyeosi,vowel substitution,6,3,u → o,eusi,syllable omission,10,2,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,16,2,e → i,nyeuse,vowel substitution,12,5,i → e,nyeosi,vowel substitution,21,1,u → o,eusi,syllable omission,3,5,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,20,5,e → i,nyeuse,vowel substitution,22,5,i → e,nyeosi,vowel substitution,13,2,u → o,eusi,syllable omission,1,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,8,4,e → i,nyeuse,vowel substitution,15,1,i → e,nyeosi,vowel substitution,16,1,u → o,eusi,syllable omission,6,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,13,1,e → i,nyeuse,vowel substitution,24,3,i → e,nyeosi,vowel substitution,17,5,u → o,eusi,syllable omission,7,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,7,5,e → i,nyeuse,vowel substitution,18,1,i → e,nyeosi,vowel substitution,23,3,u → o,eusi,syllable omission,10,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,14,4,e → i,nyeuse,vowel substitution,9,5,i → e,nyeosi,vowel substitution,7,5,u → o,eusi,syllable omission,8,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,17,5,e → i,nyeuse,vowel substitution,16,3,i → e,nyeosi,vowel substitution,11,1,u → o,eusi,syllable omission,9,3,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,22,5,e → i,nyeuse,vowel substitution,7,1,i → e,nyeosi,vowel substitution,12,3,u → o,eusi,syllable omission,4,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,6,5,e → i,nyeuse,vowel substitution,22,4,i → e,nyeosi,vowel substitution,23,4,u → o,eusi,syllable omission,2,2,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,24,4,e → i,nyeuse,vowel substitution,20,3,i → e,nyeosi,vowel substitution,17,1,u → o,eusi,syllable omission,2,2,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,9,4,e → i,nyeuse,vowel substitution,14,3,i → e,nyeosi,vowel substitution,7,1,u → o,eusi,syllable omission,1,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,20,2,e → i,nyeuse,vowel substitution,22,5,i → e,nyeosi,vowel substitution,22,3,u → o,eusi,syllable omission,8,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,5,4,e → i,nyeuse,vowel substitution,19,4,i → e,nyeosi,vowel substitution,6,1,u → o,eusi,syllable omission,7,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,14,1,e → i,nyeuse,vowel substitution,11,3,i → e,nyeosi,vowel substitution,7,1,u → o,eusi,syllable omission,4,4,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,9,3,e → i,nyeuse,vowel substitution,13,5,i → e,nyeosi,vowel substitution,17,4,u → o,eusi,syllable omission,10,2,ny,,,,,,,,,,
nyeusi,noun,colors,nyiusi,vowel substitution,19,2,e → i,nyeuse,vowel substitution,21,4,i → e,nyeosi,vowel substitution,15,3,u → o,eusi,syllable omission,1,5,ny,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,21,5,e → i,nyeope,vowel substitution,20,4,u → o,eupe,syllable omission,10,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,20,5,e → i,nyeope,vowel substitution,8,4,u → o,eupe,syllable omission,3,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,11,5,e → i,nyeope,vowel substitution,24,2,u → o,eupe,syllable omission,9,5,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,20,1,e → i,nyeope,vowel substitution,12,4,u → o,eupe,syllable omission,1,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,13,4,e → i,nyeope,vowel substitution,7,5,u → o,eupe,syllable omission,6,5,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,9,2,e → i,nyeope,vowel substitution,16,4,u → o,eupe,syllable omission,7,5,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,16,3,e → i,nyeope,vowel substitution,10,3,u → o,eupe,syllable omission,7,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,13,3,e → i,nyeope,vowel substitution,10,2,u → o,eupe,syllable omission,3,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,25,3,e → i,nyeope,vowel substitution,10,2,u → o,eupe,syllable omission,5,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,10,1,e → i,nyeope,vowel substitution,17,1,u → o,eupe,syllable omission,5,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,5,3,e → i,nyeope,vowel substitution,9,1,u → o,eupe,syllable omission,3,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,5,1,e → i,nyeope,vowel substitution,17,4,u → o,eupe,syllable omission,7,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,6,1,e → i,nyeope,vowel substitution,25,5,u → o,eupe,syllable omission,5,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,15,4,e → i,nyeope,vowel substitution,24,3,u → o,eupe,syllable omission,10,4,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,13,4,e → i,nyeope,vowel substitution,15,1,u → o,eupe,syllable omission,10,3,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,15,2,e → i,nyeope,vowel substitution,20,4,u → o,eupe,syllable omission,5,4,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,8,1,e → i,nyeope,vowel substitution,19,2,u → o,eupe,syllable omission,9,5,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,14,4,e → i,nyeope,vowel substitution,5,4,u → o,eupe,syllable omission,1,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,7,4,e → i,nyeope,vowel substitution,7,3,u → o,eupe,syllable omission,7,2,ny,,,,,,,,,,,,,,,
nyeupe,noun,colors,nyiupi,vowel substitution,9,5,e → i,nyeope,vowel substitution,10,4,u → o,eupe,syllable omission,3,2,ny,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,17,4,a → e,kejane,vowel substitution,11,4,i → e,jani,syllable omission,5,2,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,17,4,a → e,kejane,vowel substitution,9,3,i → e,jani,syllable omission,6,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,24,2,a → e,kejane,vowel substitution,10,3,i → e,jani,syllable omission,1,4,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,7,2,a → e,kejane,vowel substitution,12,2,i → e,jani,syllable omission,5,5,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,15,2,a → e,kejane,vowel substitution,24,2,i → e,jani,syllable omission,5,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,5,3,a → e,kejane,vowel substitution,13,2,i → e,jani,syllable omission,6,5,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,11,3,a → e,kejane,vowel substitution,20,1,i → e,jani,syllable omission,2,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,21,3,a → e,kejane,vowel substitution,17,5,i → e,jani,syllable omission,9,2,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,12,5,a → e,kejane,vowel substitution,21,5,i → e,jani,syllable omission,1,2,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,18,4,a → e,kejane,vowel substitution,14,2,i → e,jani,syllable omission,2,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,23,5,a → e,kejane,vowel substitution,11,3,i → e,jani,syllable omission,2,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,11,5,a → e,kejane,vowel substitution,25,4,i → e,jani,syllable omission,10,2,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,25,5,a → e,kejane,vowel substitution,21,3,i → e,jani,syllable omission,7,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,15,4,a → e,kejane,vowel substitution,25,1,i → e,jani,syllable omission,6,4,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,21,3,a → e,kejane,vowel substitution,15,5,i → e,jani,syllable omission,10,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,24,1,a → e,kejane,vowel substitution,24,3,i → e,jani,syllable omission,1,5,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,8,3,a → e,kejane,vowel substitution,12,2,i → e,jani,syllable omission,3,2,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,12,3,a → e,kejane,vowel substitution,14,1,i → e,jani,syllable omission,8,5,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,21,5,a → e,kejane,vowel substitution,17,2,i → e,jani,syllable omission,9,3,ki,,,,,,,,,,,,,,,
kijani,noun,colors,kijeni,vowel substitution,8,3,a → e,kejane,vowel substitution,17,1,i → e,jani,syllable omission,2,2,ki,,,,,,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,10,1,b → d,boloo,vowel substitution,5,3,u → o,buruu,consonant confusion,19,1,l → r,luu,syllable omission,9,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,13,5,b → d,boloo,vowel substitution,20,4,u → o,buruu,consonant confusion,5,1,l → r,luu,syllable omission,1,2,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,19,4,b → d,boloo,vowel substitution,12,3,u → o,buruu,consonant confusion,7,1,l → r,luu,syllable omission,2,3,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,17,5,b → d,boloo,vowel substitution,10,4,u → o,buruu,consonant confusion,19,2,l → r,luu,syllable omission,9,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,19,4,b → d,boloo,vowel substitution,18,5,u → o,buruu,consonant confusion,18,4,l → r,luu,syllable omission,5,2,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,10,3,b → d,boloo,vowel substitution,9,4,u → o,buruu,consonant confusion,18,4,l → r,luu,syllable omission,4,5,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,11,3,b → d,boloo,vowel substitution,10,4,u → o,buruu,consonant confusion,20,4,l → r,luu,syllable omission,2,3,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,13,4,b → d,boloo,vowel substitution,16,3,u → o,buruu,consonant confusion,16,5,l → r,luu,syllable omission,3,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,14,3,b → d,boloo,vowel substitution,13,3,u → o,buruu,consonant confusion,12,3,l → r,luu,syllable omission,1,5,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,16,4,b → d,boloo,vowel substitution,6,3,u → o,buruu,consonant confusion,8,2,l → r,luu,syllable omission,9,2,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,8,1,b → d,boloo,vowel substitution,10,1,u → o,buruu,consonant confusion,20,1,l → r,luu,syllable omission,9,2,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,6,3,b → d,boloo,vowel substitution,25,1,u → o,buruu,consonant confusion,9,2,l → r,luu,syllable omission,10,3,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,8,1,b → d,boloo,vowel substitution,15,2,u → o,buruu,consonant confusion,20,2,l → r,luu,syllable omission,8,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,19,1,b → d,boloo,vowel substitution,11,2,u → o,buruu,consonant confusion,12,2,l → r,luu,syllable omission,2,3,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,17,5,b → d,boloo,vowel substitution,11,5,u → o,buruu,consonant confusion,7,1,l → r,luu,syllable omission,3,5,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,8,4,b → d,boloo,vowel substitution,18,2,u → o,buruu,consonant confusion,11,2,l → r,luu,syllable omission,6,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,8,4,b → d,boloo,vowel substitution,24,1,u → o,buruu,consonant confusion,20,4,l → r,luu,syllable omission,6,5,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,20,3,b → d,boloo,vowel substitution,19,2,u → o,buruu,consonant confusion,12,1,l → r,luu,syllable omission,1,4,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,13,1,b → d,boloo,vowel substitution,24,1,u → o,buruu,consonant confusion,6,3,l → r,luu,syllable omission,3,2,bu,,,,,,,,,,
buluu,noun,colors,duluu,letter reversal,11,2,b → d,boloo,vowel substitution,22,1,u → o,buruu,consonant confusion,13,1,l → r,luu,syllable omission,8,2,bu,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,23,5,a → e,ano,syllable omission,9,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,11,2,a → e,ano,syllable omission,5,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,8,2,a → e,ano,syllable omission,8,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,25,2,a → e,ano,syllable omission,6,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,6,1,a → e,ano,syllable omission,7,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,19,4,a → e,ano,syllable omission,10,2,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,24,5,a → e,ano,syllable omission,7,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,10,2,a → e,ano,syllable omission,6,2,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,21,2,a → e,ano,syllable omission,6,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,10,4,a → e,ano,syllable omission,8,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,12,5,a → e,ano,syllable omission,10,2,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,24,4,a → e,ano,syllable omission,9,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,24,2,a → e,ano,syllable omission,5,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,23,2,a → e,ano,syllable omission,7,5,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,12,5,a → e,ano,syllable omission,10,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,8,1,a → e,ano,syllable omission,2,4,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,9,4,a → e,ano,syllable omission,8,2,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,20,4,a → e,ano,syllable omission,9,5,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,23,3,a → e,ano,syllable omission,7,3,nj,,,,,,,,,,,,,,,,,,,,
njano,noun,colors,njeno,vowel substitution,14,3,a → e,ano,syllable omission,1,5,nj,,,,,,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,25,5,a → e,kahawea,vowel substitution,15,4,i → e,hawia,syllable omission,3,3,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,9,4,a → e,kahawea,vowel substitution,18,4,i → e,hawia,syllable omission,7,5,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,7,1,a → e,kahawea,vowel substitution,24,1,i → e,hawia,syllable omission,4,2,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,16,1,a → e,kahawea,vowel substitution,5,2,i → e,hawia,syllable omission,10,3,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,15,2,a → e,kahawea,vowel substitution,16,5,i → e,hawia,syllable omission,3,4,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,24,2,a → e,kahawea,vowel substitution,7,2,i → e,hawia,syllable omission,1,3,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,7,4,a → e,kahawea,vowel substitution,13,4,i → e,hawia,syllable omission,2,2,ka,,,,,,,,,,,,,,,
kahawia,noun,colors,kehewie,vowel substitution,8,4,a → e,kahawea,vowel substitution,22,1,i → e,hawia,syllable omission,9,4,ka,,,,,,,,,,,,,,,
